CapabilityID,Capability,EntryPoints,Tests,Notes
RC-02-0190,"States the local-first storage policy: storage resolution rules, metadata-only storage guard, symbolic path classes, repository leakage prohibitions and no-bypass surfaces.",projects/chirality-piping/docs/security/local_first_storage_policy.md,projects/chirality-piping/tests/security/test_local_first_storage_policy.py,
RC-02-0191,"Defines analysis status semantics: usage rules, human acceptance records, result envelope requirements, transition pattern and protected data boundary.",projects/chirality-piping/docs/architecture/analysis_status_semantics.md,NONE_FOUND,No test reads it directly.
RC-02-0192,"Provides per-case validation pages for stress recovery benchmarks (axial, bending, torsion, pressure membrane, range, integrated pipe, load-to-stress).",projects/chirality-piping/docs/validation_manual/cases/stress/,NONE_FOUND,15 generated pages; regenerable by the case-page generator.
RC-02-0193,"Defines provenance-marked constraint records from user, project, import, agent or source origins, with no bundled standards or owner data.",projects/chirality-piping/schemas/constraint.schema.json,projects/chirality-piping/tests/test_constraint_schema.py,Validated only by its schema test; no product code references the schema file.
RC-02-0194,"Builds deterministic material, component and rule-pack-reference editor records with per-field unit metadata and validation state.",projects/chirality-piping/core/gui/editors/engine.py::build_editor_contract;projects/chirality-piping/core/gui/editors/__init__.py,projects/chirality-piping/tests/test_gui_editors_contract.py;projects/chirality-piping/tests/test_accessibility_usability_baseline.py,Python contract only; no product-runtime caller found.
RC-02-0195,"Before a rule-check run the user supplies value slot entries, selects solver result rows and sees read-only previews resolving solver-result and library references and unit binding policy.",projects/chirality-piping/apps/desktop/src/features/rule-check/RuleCheckRunPanel.tsx::RuleCheckRunPanel,projects/chirality-piping/apps/desktop/src/features/rule-check/RuleCheckRunPanel.test.tsx;projects/chirality-piping/apps/desktop/src/features/display-units/rendererIntegration.test.tsx;projects/chirality-piping/apps/desktop/e2e/r2-smoke.spec.ts,Previews never mutate the pack or invent a fallback binding; an authored in-pack solver reference overrides the panel selector.
RC-02-0196,"Invented review-geometry export package, its source centreline payload and the emitted .gltf file.",projects/chirality-piping/fixtures/review_geometry/,projects/chirality-piping/tests/test_review_geometry_export_package.py,Three files.
RC-02-0197,"Invented accepted model state, valid operation set, and a corpus of accept and block model-operation cases run by both the native and browser operation engines.",projects/chirality-piping/fixtures/model_operations/,projects/chirality-piping/core/model_operations/operation_applier/tests/contract_corpus.rs;projects/chirality-piping/apps/desktop/src/services/operationContractCorpus.test.ts;projects/chirality-piping/tests/test_model_operation_schema.py;projects/chirality-piping/tests/test_operation_validation_preview.py;projects/chirality-piping/tests/test_operation_audit_trail.py;projects/chirality-piping/tests/test_agent_rationale_boundary.py;projects/chirality-piping/tests/test_design_authoring_comparison_workspace.py,"84 files, of which about 81 are corpus cases (33 accept, 48 block). The native engine's expectations are the reference for the browser engine."
RC-02-0198,"Invented stress-neutral source result payload, 0.1 and 0.2 export packages, and the emitted CSV.",projects/chirality-piping/fixtures/stress_neutral/,projects/chirality-piping/tests/test_stress_neutral_export_package.py;projects/chirality-piping/apps/desktop/src/features/stress-neutral/StressNeutralExportPanel.test.tsx;projects/chirality-piping/apps/desktop/e2e/result-compatibility-dist.spec.ts,Four files. The CSV is also cited by core/handoff/stress_neutral and the desktop panel.
RC-02-0199,"Describes how agentic development proceeds: authority and role maps, phase-aware coordination, default loop, bounded task checklist, data and claim boundaries, stop-and-route and handoff minimum.",projects/chirality-piping/docs/AGENTIC_DEVELOPMENT_WORKFLOW.md,NONE_FOUND,
RC-02-0200,"Specifies product requirements: vision, positioning, principles, goals, non-goals, concepts, personas, journeys, functional and engine requirements.",projects/chirality-piping/docs/PRD.md,NONE_FOUND,Large (about 1800 lines); current requirements text with a forward-authority and citation-resolution preface.
RC-02-0201,"Warms main-branch dependency caches for the desktop browser-test setup when dependency or setup inputs change, without running tests.",.github/workflows/piping-e2e-cache.yml,NONE_FOUND,Guarded to run only in the private monorepo on main; the public source projection skips it.
RC-02-0202,Packages the built macOS desktop app bundle into a deterministic zip with a SHA-256 checksum and a commit-bound release artifact record checked against sweep evidence.,projects/chirality-piping/tools/release/package_release_artifact.py::build_deterministic_zip;projects/chirality-piping/tools/release/package_release_artifact.py::build_record,projects/chirality-piping/tests/test_release_packaging_script.py,"Apple Silicon only; no signing, notarization, upload or tagging. Verifies the executable is arm64."
RC-02-0203,"Frozen conformance corpus for rule-expression evaluator semantics, plus checksum-binding payloads that pin the grammar version inside the rule-pack checksum.",projects/chirality-piping/fixtures/rule_expressions/,projects/chirality-piping/core/rules/expression_evaluator/tests/conformance_corpus.rs;projects/chirality-piping/core/rules/rule_pack_document/tests/corpus_parity.rs;projects/chirality-piping/core/rules/rule_pack_lifecycle/src/lib.rs::tests::grammar_version_binding_fixture_corpus_is_stable,"76 files: about 69 corpus cases (29 accept, 40 block), READMEs, three exact-byte payloads and a MANIFEST.tsv. Any grammar change must extend the corpus."
RC-02-0204,Canonical JSON (RFC 8785 style) and SHA-256 parity cases that pin the canonical form and hashes shared by the native and browser engines.,projects/chirality-piping/fixtures/canonical_hash/,projects/chirality-piping/core/model_operations/operation_applier/tests/canonical_hash_parity.rs;projects/chirality-piping/apps/desktop/src/services/hashService.test.ts;projects/chirality-piping/tests/test_checked_canonical_json_adapter.py,"20 cases plus a README. Blessed from the native engine. Keeps integers beyond 2^53 exact, a documented divergence from strict JCS."
RC-02-0205,"Inventories dependency registers across the working tree and optionally validates each one, writing inventory CSVs and a summary JSON.",projects/chirality-piping/tools/coordination/dependency_semantic_refresh_fanin.py::inventory;projects/chirality-piping/tools/coordination/dependency_semantic_refresh_fanin.py::validate_all,NONE_FOUND,Shells out to the project dependency-schema validator. Appears tied to a past refresh exercise; no caller found.
RC-02-0206,"Splits a pipe run at a point or rigidly transforms pipe runs and their nodes, carrying attachments and metadata with bounded geometry-only edits.",projects/chirality-piping/core/model_operations/operation_applier/src/geometry_operations.rs;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::run_with_context,projects/chirality-piping/core/model_operations/operation_applier/src/geometry_operations.rs::tests;projects/chirality-piping/tests/test_model_operation_schema.py,No desktop or e2e test found that drives split or transform through the UI.
RC-02-0207,Records the sparse solver suitability and pivot-conditioning threshold policies and their observation set on invented generated grids.,projects/chirality-piping/validation/benchmarks/sparse_suitability_observation.dec050.json;projects/chirality-piping/validation/benchmarks/sparse_suitability_threshold_policy.dec050.json;projects/chirality-piping/validation/benchmarks/sparse_conditioning_threshold_policy.dec050.json,projects/chirality-piping/tests/test_sparse_suitability_observation.py,Observation produced by the solver performance harness; scoped to the generated-grid set only.
RC-02-0208,"Defines project vocabulary and identity: hierarchy, stable identifiers, work-item types, analysis-status and epistemic labels, provenance labels, canonical domain objects and lifecycle states.",projects/chirality-piping/docs/TYPES.md,NONE_FOUND,Cited by the analysis-status schema; the public export tool carries a specific allowance for a prohibited-claim scan hit in this file.
RC-02-0209,"Defines provider-neutral target mapping metadata, with flags for unsupported or approximate behaviour, without choosing a commercial target.",projects/chirality-piping/schemas/target_mapping.schema.json,projects/chirality-piping/tests/test_target_mapping_contract.py;projects/chirality-piping/tests/test_handoff_export_workflow.py,Only tests reference the schema file by name.
RC-02-0210,"Defines plugin and extension manifests that are denied by default and cannot bypass unit, provenance, privacy, checksum, sandbox or persistence boundaries.",projects/chirality-piping/schemas/plugin_manifest.schema.yaml,projects/chirality-piping/tests/test_plugin_manifest_schema.py;projects/chirality-piping/tests/test_adapter_plugin_verification_del_02_04.py,Referenced by core/adapters/framework/plugin_verification.py. Has no plugin runtime.
RC-02-0211,"Validates proposed operation sets against an accepted model-state snapshot and produces deterministic preview deltas, blocking direct-mutation requests and unitless quantities.",projects/chirality-piping/core/model_operations/validation_preview/engine.py::validate_and_preview_operations;projects/chirality-piping/core/model_operations/validation_preview/__init__.py,projects/chirality-piping/tests/test_operation_validation_preview.py,Python contract engine; no product-runtime caller found outside tests. Uses the schema dimension vocabulary reader.
RC-02-0212,"Wraps a computed preview mechanics result into an immutable analysis-run record with provenance, diagnostics, result hashes and boundary flags, and validates its invariants.",projects/chirality-piping/core/analysis_runs/records.py::build_preview_analysis_run_envelope;projects/chirality-piping/core/analysis_runs/records.py::validate_analysis_run_envelope;projects/chirality-piping/core/analysis_runs/records.py::canonical_json;projects/chirality-piping/core/analysis_runs/__init__.py;projects/chirality-piping/core/product_preview/service.py,projects/chirality-piping/tests/test_analysis_run_records.py;projects/chirality-piping/tests/test_project_persistence_service.py,"Hash serialiser is sorted compact ASCII JSON, explicitly not RFC 8785. Called by the Python preview service."
RC-02-0213,Procedurally renders the desktop application icon and writes the PNG source mark and a multi-resolution macOS icns file without host icon tooling.,projects/chirality-piping/tools/release/generate_app_icon.py::generate,projects/chirality-piping/tests/test_release_packaging_script.py::test_icns_asset_is_multi_resolution_png_member_icns,Writes into apps/desktop/src-tauri/icons. Pixel output is exact; compressed bytes may vary with host zlib. Invented artwork only.
RC-02-0214,"Defines non-authoritative metadata for external-prover workflows: tags, notes, references, attachments, handoff links, assumptions and unsupported-target flags.",projects/chirality-piping/schemas/external_prover_metadata.schema.json,projects/chirality-piping/tests/test_external_prover_boundary_metadata.py,core/handoff/external_prover/metadata.py and the desktop external-prover panel handle the matching records.
RC-02-0215,"Invented PCF export package, its source payload and the emitted .pcf text.",projects/chirality-piping/fixtures/pcf_export/,projects/chirality-piping/tests/test_pcf_export_package.py,Three files. The .pcf file is also cited by the desktop PCF export panel.
RC-02-0216,"Documents hand calculations for the nonlinear support fixtures: state transitions, gaps, lift-off, friction, multi-support acceptance and convergence observations.",projects/chirality-piping/validation/hand_calcs/nonlinear/,projects/chirality-piping/validation/benchmarks/nonlinear/src/lib.rs;projects/chirality-piping/tests/test_nonlinear_support_regression.py,
RC-02-0217,"Defines user-supplied design knowledge records with source notes, provenance and unresolved assumptions.",projects/chirality-piping/schemas/design_knowledge.schema.json,projects/chirality-piping/tests/test_design_knowledge_schema.py,Validated only by its schema test; no product code references the schema file. A design-knowledge fixture under fixtures/product_preview is consumed by the preview service.
RC-02-0218,"Defines the npm workspace for the desktop app with scripts to develop, build, build wasm, unit test and browser test it, and to regenerate the preview mechanics fixture.",projects/chirality-piping/package.json,NONE_FOUND,The preview-generation script shells to Cargo and overwrites a committed fixture.
RC-02-0219,"Gates the declaration-to-runtime adapter dispatch seam, stopping invalid or quarantined declarations and also stopping valid ones because no runtime exists.",projects/chirality-piping/core/adapters/framework/adapter_framework.py::gate_adapter_runtime_dispatch,projects/chirality-piping/tests/test_adapter_framework_contract.py,Always non-dispatching by design; no loader exists.
RC-02-0220,"Validates unit metadata for stress inputs (rejecting force-per-length as a resultant), enforces status boundaries and builds recovered-stress result boundary records.",projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::recover_stresses_with_unit_metadata;projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::validate_stress_input_unit_metadata;projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::StressRecoveryInputUnitMetadata;projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::ForceResultantUnitMetadata;projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::StressSectionUnitMetadata;projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::PressureBasisUnitMetadata;projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::StressComponents::to_result_boundary_record;projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::AnalysisStatus;projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::StressRecoveryError;projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::ForceResultants::from_element_end_resultants,projects/chirality-piping/core/loads/stress_recovery/src/lib.rs::tests,Unit-metadata recovery path and boundary-record builder have no caller outside the crate.
RC-02-0221,"Builds result-viewer records for displacement, rotation, force, moment, reaction, stress and ratio results with unit metadata, finiteness checks and hash-boundary status.",projects/chirality-piping/core/gui/results_viewer/engine.py::build_results_viewer_contract;projects/chirality-piping/core/gui/results_viewer/__init__.py,projects/chirality-piping/tests/test_results_viewer_contract.py,Python contract only; no product-runtime caller found.
RC-02-0222,"Defines canonical handoff packages and manifests that reference model, state, run, result, unit, library, rule, checksum, provenance and target-mapping records.",projects/chirality-piping/schemas/handoff_package.schema.json,projects/chirality-piping/tests/test_handoff_package_schema.py;projects/chirality-piping/tests/test_handoff_export_workflow.py,Only tests reference the schema file by name.
RC-02-0223,"Defines 3D centreline viewport state, view primitives, selection, diagnostics and command intents, independent of any UI toolkit.",projects/chirality-piping/schemas/viewport_editor.schema.yaml,projects/chirality-piping/tests/test_viewport_editor_contract.py,Only the contract test references the schema file.
RC-02-0224,Returns the unit catalog to the desktop frontend for unit pickers and display.,projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::get_unit_catalog;projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::desktop_unit_catalog,projects/chirality-piping/apps/desktop/src/services/unitCatalogService.test.ts;projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::tests,Command lives in the desktop backend; catalog content comes from the units crate.
RC-02-0225,"Reports local storage capability: bundled SQLite, full-text search availability, no network, daemon or telemetry, path policy and store migration status.",projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::get_local_storage_capability;projects/chirality-piping/apps/desktop/src/services/projectService.ts::getLocalStorageCapability,projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::tests::local_project_store_uses_sqlite_fts5_and_round_trips_model_snapshot,
RC-02-0226,"Creates and deletes section and material records, and deletes components, blocking deletion of records that other entities still reference.",projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_create_section;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_create_material;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_delete_entity;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::entity_reference_paths,projects/chirality-piping/core/model_operations/operation_applier/tests/contract_corpus.rs;projects/chirality-piping/apps/desktop/src/services/operationContractCorpus.test.ts;projects/chirality-piping/apps/desktop/e2e/b4-sections.spec.ts,
RC-02-0227,Invented viewport-editor session used for viewport contract and accessibility baseline checks.,projects/chirality-piping/fixtures/gui/,projects/chirality-piping/tests/test_viewport_editor_contract.py;projects/chirality-piping/tests/test_accessibility_usability_baseline.py,One file.
RC-02-0228,"Holds reusable checking-entry profiles for program checks, once real checks harden them.",projects/chirality-piping/docs/CHECKING_ENTRY_PROFILES.md,NONE_FOUND,Profiles section is empty at the frozen state (placeholder).
RC-02-0229,"Validates or applies an ordered batch of operations atomically on a private evolving document; any failure rolls back and returns no model, and submitted validation claims are untrusted.",projects/chirality-piping/core/model_operations/operation_applier/src/atomic_batch.rs;projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::validate_model_operation_batch;projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::apply_model_operation_batch,projects/chirality-piping/core/model_operations/operation_applier/src/atomic_batch.rs::tests;projects/chirality-piping/apps/desktop/src/services/operationBatchService.test.ts;projects/chirality-piping/apps/desktop/e2e/toolkit-batch-dist.spec.ts,Requires complete initial model hash; rejects duplicate ids and empty batches at preflight.
RC-02-0230,"Factors a profile matrix by in-repo LDL-transpose with fixed operation order and solves by forward, diagonal and backward substitution.",projects/chirality-piping/core/solver/sparse_direct/src/lib.rs::factorize_ldlt;projects/chirality-piping/core/solver/sparse_direct/src/lib.rs::ProfileFactorization,projects/chirality-piping/core/solver/sparse_direct/src/lib.rs::tests,"Single-threaded, no pivot reordering; repeat-run bitwise identity asserted in tests. Zero external dependencies."
RC-02-0231,"Defines target-neutral local shell/solid FEA handoff records: selected regions, global centreline context, units, source references, hashes and diagnostics.",projects/chirality-piping/schemas/local_fea_handoff.schema.yaml,projects/chirality-piping/tests/test_local_fea_handoff_contract.py;projects/chirality-piping/tests/test_handoff_export_workflow.py,Referenced by core/handoff/exporter/workflow.py and the desktop local FEA handoff panel.
RC-02-0232,"User adds, removes and edits a rule pack's required inputs and value slots, including dimension, catalog unit, library value and solver result references.",projects/chirality-piping/apps/desktop/src/features/rule-packs/DeclarationsEditor.tsx::DeclarationsEditor;projects/chirality-piping/apps/desktop/src/features/rule-packs/DeclarationsEditor.tsx::setRequiredInputs;projects/chirality-piping/apps/desktop/src/features/rule-packs/DeclarationsEditor.tsx::setValueSlots,projects/chirality-piping/apps/desktop/src/features/rule-packs/DeclarationsEditor.test.tsx;projects/chirality-piping/apps/desktop/src/features/rule-packs/RulePackManagerPanel.test.tsx;projects/chirality-piping/apps/desktop/e2e/r2-smoke.spec.ts,Unknown values use an explicit TBD placeholder rather than silent defaults; placeholder provenance is private by default. Also exports shared form widgets reused by the check editor.
RC-02-0233,"States the code-neutral analysis boundary: rules, prohibited public content, separation of mechanics status from rule-check status, and the schema surface.",projects/chirality-piping/docs/architecture/code_neutral_analysis_boundary.md,NONE_FOUND,No test reads it directly.
RC-02-0234,Records the observation promoting sparse solving to the interactive default and the policy governing dense cross-check scrutiny.,projects/chirality-piping/validation/benchmarks/sparse_default_promotion_observation.dec053.json;projects/chirality-piping/validation/benchmarks/sparse_default_promotion_policy.dec053.json,projects/chirality-piping/tests/test_sparse_default_promotion_observation.py,Produced by a performance-harness example; bounded to its observation set.
RC-02-0235,"Explains the library import provenance checker, its checks and limits, and the hanger library boundary.",projects/chirality-piping/core/library_import/README.md,NONE_FOUND,
RC-02-0236,Applies one validated editor operation to a cloned model document and returns the new document with a local-session acceptance receipt; blocked operations return no model.,projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::apply_operation;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::apply_resolved_field;projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::apply_model_operation,projects/chirality-piping/core/model_operations/operation_applier/tests/contract_corpus.rs;projects/chirality-piping/apps/desktop/src/services/operationContractCorpus.test.ts;projects/chirality-piping/apps/desktop/src/services/operationService.test.ts;projects/chirality-piping/apps/desktop/e2e/r2-smoke.spec.ts;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::tests,Receipt records a user-initiated local acceptance basis only; carries explicit no-professional-claim boundary flags.
RC-02-0237,Invented CAEPIPE external-run evidence packages (skipped and parser-only) plus a sample result CSV for the parser.,projects/chirality-piping/fixtures/caepipe_external/,projects/chirality-piping/tests/test_caepipe_external_run_package.py,Three files. The CSV is read by core/handoff/caepipe_external/run.py.
RC-02-0238,"Defines what the public repository may and must not contain, required provenance fields, the quarantine rule, private user data handling and report boundary.",projects/chirality-piping/docs/IP_AND_DATA_BOUNDARY.md,projects/chirality-piping/tests/test_release_readiness_script.py;projects/chirality-piping/tests/test_release_candidate_scan.py,"Required to exist by the release readiness checker; cited by the release candidate scan, protected-content linter and desktop evidence panels."
RC-02-0239,"Presents the validation manual: authority boundary, evidence states, case index, section map, current evidence inventory, hand-calc witness evidence, provenance rules and review checklist.",projects/chirality-piping/docs/validation_manual/index.md,NONE_FOUND,Cited by desktop validation evidence and export review panels; no test reads the file.
RC-02-0240,Defines the rule-check run result: per-check outcomes plus a worst-of aggregate over all checks in a rule pack.,projects/chirality-piping/schemas/rule_check_run_result.schema.json,projects/chirality-piping/tests/test_operation_result_schemas.py,Only the schema test validates against the file.
RC-02-0241,"Registers the project's coordination and validation tools with purpose, inputs, outputs and usage examples.",projects/chirality-piping/tools/REGISTRY.md,NONE_FOUND,"Covers only four tools; the CI, release, serialization and architecture-basis tools are not listed."
RC-02-0242,"Lists work-item lifecycle status from local status files, optionally joined to a selected dependency graph's nodes, as a table, CSV or Markdown with a summary.",projects/chirality-piping/tools/coordination/list_deliverable_status.py::rows,projects/chirality-piping/tests/test_coordination_maintenance.py,Read-only coordination reporting over the governance tree; not a product path.
RC-02-0243,"Provisions a CI runner for desktop browser tests: pinned Node, Rust and wasm-bindgen, locked npm and Cargo fetch, wasm engine build, cached Playwright Chromium and system deps.",.github/actions/setup-piping-e2e/action.yml,NONE_FOUND,Composite action shared by the E2E workflow and the cache-warming workflow. Rewrites Ubuntu apt sources before installing browser system dependencies.
RC-02-0244,"Defines solver diagnostic records (code, severity, source, class, remediation, provenance, affected and canonical references, units) and maps solver status to analysis-boundary status.",projects/chirality-piping/core/solver/diagnostics/src/lib.rs::SolverDiagnostic;projects/chirality-piping/core/solver/diagnostics/src/lib.rs::SolverDiagnosticCode;projects/chirality-piping/core/solver/diagnostics/src/lib.rs::DiagnosticSeverity;projects/chirality-piping/core/solver/diagnostics/src/lib.rs::DiagnosticSource;projects/chirality-piping/core/solver/diagnostics/src/lib.rs::SolverDiagnosticClass;projects/chirality-piping/core/solver/diagnostics/src/lib.rs::DiagnosticProvenance;projects/chirality-piping/core/solver/diagnostics/src/lib.rs::SolverStatus;projects/chirality-piping/core/solver/diagnostics/src/lib.rs::AnalysisBoundaryStatusMapping;projects/chirality-piping/core/solver/diagnostics/src/lib.rs::SolverDiagnosticReport;projects/chirality-piping/core/solver/diagnostics/Cargo.toml,projects/chirality-piping/core/solver/diagnostics/src/lib.rs::tests,Solver statuses map only to incomplete or mechanics-solved under solver-result authority; never to rule-check or human-acceptance states.
RC-02-0245,"Defines structured model-edit operations proposed from the GUI or an agent; they stay proposals until validation, preview and user review.",projects/chirality-piping/schemas/model_operation.schema.json,projects/chirality-piping/tests/test_model_operation_schema.py;projects/chirality-piping/tests/test_operation_validation_preview.py,Imported directly by apps/desktop/src/App.tsx and referenced by core/model_operations/validation_preview/engine.py.
RC-02-0246,"Defines the versioned project persistence envelope: deterministic JSON round-trip, migration status, hash metadata, private-data markers and the model payload.",projects/chirality-piping/schemas/project_persistence.schema.yaml,projects/chirality-piping/tests/test_persistence_schema.py;projects/chirality-piping/tests/test_project_persistence_service.py;projects/chirality-piping/tests/test_model_state_schema.py,Referenced by core/project_persistence/service.py and core/gui/pkg02_boundary.py.
RC-02-0247,"Validates grouped (composite) support boundary-association metadata across a batch, requiring complete model-hash evidence and canonical member mechanics; adds no solver mechanics.",projects/chirality-piping/core/model_operations/operation_applier/src/boundary_association.rs;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::run_with_context,projects/chirality-piping/core/model_operations/operation_applier/src/boundary_association.rs::tests;projects/chirality-piping/core/model_operations/operation_applier/src/boundary_association.rs::integration_tests;projects/chirality-piping/apps/desktop/src/features/boundary-authoring/BoundaryAuthoringPanel.test.tsx,Read-only metadata; legacy supports without association remain valid.
RC-02-0248,"Runs the five-surface local evidence sweep (Rust crates, Python tests, desktop unit tests with wasm build, browser tests, production build) and writes a commit-bound validated summary.",projects/chirality-piping/tools/release/run_evidence_sweep.py::run_sweep;projects/chirality-piping/tools/release/run_evidence_sweep.py::validate_summary,projects/chirality-piping/tests/test_evidence_sweep.py,"Can consume a commit-bound record of a CI browser-test run instead of running that surface locally. Writes into archived evidence output. Preflights toolchain, Python version and offline Cargo cache."
RC-02-0249,"Specifies the technical design: architecture, repository layout, domain objects, units, material/section/component schemas, solver, loads and stress recovery, rule evaluator, GUI, reporting, V&V.",projects/chirality-piping/docs/SPEC.md,projects/chirality-piping/apps/desktop/src/features/workspace/statusLabels.test.ts,Cited by desktop status-label code and the operation applier crate as a basis.
RC-02-0250,"Validates the reference-only architecture-basis corpus against its reading contract: member set, required files, context notices, manifest hashes and pinned decomposition revision.",projects/chirality-piping/tools/validation/validate_architecture_basis.py::validate,projects/chirality-piping/tests/test_architecture_basis_validation.py,Operates on the governance tree rather than product code. Contains a hard-coded revision pin that must be updated by hand.
RC-02-0251,"Creates and deletes load combinations of mechanics, result-state subtraction and range-envelope bases, and adds or removes combination terms with factor checks.",projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_create_combination;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_create_mechanics_combination;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_create_subtraction_combination;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_create_range_combination;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_create_combination_term;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_delete_combination;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_delete_combination_term,projects/chirality-piping/core/model_operations/operation_applier/tests/contract_corpus.rs;projects/chirality-piping/apps/desktop/src/services/operationContractCorpus.test.ts;projects/chirality-piping/apps/desktop/src/App.test.tsx;projects/chirality-piping/apps/desktop/e2e/r2-smoke.spec.ts,Combination arithmetic is not performed here; only structure and references are validated.
RC-02-0252,"Sets out maintainer responsibilities, contribution review gates, a release policy skeleton, decision record handling, open governance questions and stop rules.",projects/chirality-piping/governance/MAINTAINERS.md,NONE_FOUND,Self-described baseline/skeleton with open questions.
RC-02-0253,"Keeps snapshots of Cargo and npm lockfiles for each crate and the desktop app, as a record of resolved dependencies for builds.",projects/chirality-piping/provenance/build-artifacts/,NONE_FOUND,"26 files. No script, test or CI workflow references this folder; it appears to be static evidence. The npm snapshot differs from the current project package-lock.json. Some crates now keep their own lockfile in place."
RC-02-0254,"Documents how to reproduce headless runner benchmark and regression evidence: a frozen procedure, per-case reproduction, rerun consequences, review checks and recorded deltas.",projects/chirality-piping/docs/validation_manual/headless_runner_reproduction.md,NONE_FOUND,Lists remaining work; no tool reads it.
#END,,,,254
