CanonicalTerm,Synonyms,Definition,SourceDocs,SourceRefs,Notes,SourceCount
external review TBD register,external review comment intake,Chirality records external review comments and organizes resulting TBDs.,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Bigger_Picture_Development_Plan.md:L716|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN.html#SEC-DG028-0067;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Bigger_Picture_Development_Plan.md:L717|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN.html#SEC-DG028-0067;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Bigger_Picture_Development_Plan.md:L1127|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN.html#SEC-DG028-0125,External-review record term.,1
proposal-only,proposal labels,A label or posture showing agent output is not an accepted engineering change.,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Bigger_Picture_Development_Plan.md:L626|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN.html#SEC-DG028-0056;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Bigger_Picture_Development_Plan.md:L1593|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN.html#SEC-DG028-0169,Proposal safety term.,1
local-first professional engineering operating environment,,A local-first operating environment where governed agents coordinate work around deterministic engines with human authority and git-tracked records.,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Bigger_Picture_Development_Plan.md:L1689|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN.html#SEC-DG028-0177,Long-term product term.,1
"filesystem-native, deterministic domain-tool integration",deterministic domain-tool integration,The preferred integration pattern for Chirality and OpenPipeStress.,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L12|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0002,,1
OpenPipeStress Tool Adapter,OpenPipeStress adapter;OpenPipeStress Tool Adapter / CLI,The adapter exposes deterministic commands Chirality can call safely.,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L23|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0002;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L112|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0009;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L250|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0015,,1
canonical model truth,engineering model truth;model truth,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L30|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0002;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L48|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0005;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L927|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0059;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L964|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0061;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L1051|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0066,Boundary term for model state that agents must not mutate directly.,1
operation proposals,structured operation proposals;OpenPipeStress operation proposal,Structured files agents can create for OpenPipeStress validation and user review.,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L78|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0007;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L80|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0007;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L497|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0027;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L712|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0044,,1
comparison records,comparisons;delta tables;result_delta_table.csv,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L20|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0002;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L64|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0006;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L132|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0009;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L565|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0031;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L631|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0037,,1
handoff packages,handoff package;handoff manifest,Generated packages for downstream modeling or external professional stress-analysis validation.,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L20|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0002;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L64|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0006;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L118|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0009;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L403|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0023;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L410|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0023,,1
professional boundary,professional-boundary language;professional boundary notice;professional-boundary notices,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L59|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0005;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L438|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0024;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L824|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0052;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L864|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0055,Boundary language preventing software or agents from claiming professional approval.,1
private-data boundary,private-data references;private-data redaction;private data release,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L58|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0005;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L258|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0016;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L649|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0038;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L863|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0055,,1
domain profiles,domain profile;OpenPipeStress profile,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L658|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0040;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L660|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0040;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L879|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0056;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L909|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0058,,1
deterministic tool registry,domain tool registry;tool registry entries,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L671|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0041;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L939|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0060,,1
protected domain paths,protected paths;protected path guard;protected path matcher,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L685|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0042;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L690|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0042;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L910|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0058;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L940|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0060,,1
domain artifact scanner,domain artifact scanning;artifact scanner,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L697|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0043;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L938|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0060,,1
tool invocation API,domain tool invocation UI/API;tool execution logging,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L679|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0041;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L958|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0061,,1
proposal validation,proposal schema validation;validation command;proposal_validation.yaml,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L456|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0025;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L718|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0044;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L799|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0050;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L974|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0062,,1
diff preview,proposal diff preview;diff preview command,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L459|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0025;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L800|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0050,,1
external professional stress software,external professional tool;external prover,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L573|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0032;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L1029|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0065;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L1057|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0067,,1
structured result states,external result state support;external result state schema,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L92|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0008;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L1008|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0064,Future-only support for manually entered or imported external professional-tool results.,1
Chirality-readable model summary,model summary;Model_Manifest.md,The output generated by ops.summarize_model for Chirality consumption.,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L278|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0017;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L285|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0017,,1
TBD_Register.md,TBD registers;TBDs,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L180|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0013;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L199|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0014;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L545|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0029;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L575|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0032,,1
Review_Notes.md,review notes;analysis review notes,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L181|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0013;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L546|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0029;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L556|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0030,,1
Handoff_Manifest.md,handoff manifest;Handoff Manifest,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L178|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0013;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L412|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0023;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L785|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0049,,1
solver diagnostics,Solver_Diagnostics.md;solver_diagnostics.md,,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L219|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0014;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L341|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0020;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L555|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0030;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Integration_Plan.md:L1044|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN.html#SEC-DG029-0066,,1
Anchor (dependency class),,"A tree edge connecting a deliverable to a definition or traceability node (e.g., parent WBS, requirement); provides vertical structure to the knowledge graph.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L7|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §3.1,1
Brief-driven pipeline,,"A task agent execution pattern in which all required inputs are provided up front in a structured brief (INIT-TASK format), enabling straight-through execution with no mid-run human decisions.",SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L12|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites AGENT_HELPS_HUMANS.md §Step 6,1
Claim (epistemic primitive),,An assertion that something is the case; the atomic unit of the epistemic ontology. Every non-trivial assertion produced by an agent in a governed workflow is a claim.,SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/glossary.md:L13|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §10.1,1
