AtomicUnitID,LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes
HBA-DG005-00001,1,The PRD is derived from repository-local sources only.,@repo/docs/PRD_CANDIDATE.md:L0013|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0002,a6e649a13b92,IN,SEC-DG005-0002,UNIT-DG005-0001,,
HBA-DG005-00251,251,NFR-003 P0 requires non-loopback and non-Anthropic renderer requests to be canceled.,@repo/docs/PRD_CANDIDATE.md:L0573|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0052,6833fd223ef6,IN,SEC-DG005-0052,UNIT-DG005-0001,,
HBA-DG005-00252,252,NFR-004 P0 requires symlink attachments to be rejected before provider execution.,@repo/docs/PRD_CANDIDATE.md:L0574|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0052,c7ce2569623e,IN,SEC-DG005-0052,UNIT-DG005-0001,,
HBA-DG005-00253,253,NFR-005 P0 requires runtime rejection of working roots that conflict with the instruction root.,@repo/docs/PRD_CANDIDATE.md:L0575|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0052,f1b8011ce662,IN,SEC-DG005-0052,UNIT-DG005-0001,,
HBA-DG005-00254,254,"NFR-006 P0 requires harness turns to be cancellable, aborting provider requests and releasing the session lock.",@repo/docs/PRD_CANDIDATE.md:L0581|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0053,77e7f19f8537,IN,SEC-DG005-0053,UNIT-DG005-0001,,
HBA-DG005-00255,255,"NFR-007 P0 requires harness and workspace errors to expose type, status, message, and details where applicable.",@repo/docs/PRD_CANDIDATE.md:L0582|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0053,a6d178a8394e,IN,SEC-DG005-0053,UNIT-DG005-0001,,
HBA-DG005-00256,256,"NFR-008 P1 requires scaffolding to be idempotent and recoverable, preserving existing paths and reporting failure stage and created path inventory.",@repo/docs/PRD_CANDIDATE.md:L0583|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0053,faf2198ec983,IN,SEC-DG005-0053,UNIT-DG005-0001,,
HBA-DG005-00257,257,NFR-009 P1 requires file scans to enforce tree and scope scan depth and count limits.,@repo/docs/PRD_CANDIDATE.md:L0584|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0053,b19adda57f1d,IN,SEC-DG005-0053,UNIT-DG005-0001,,
HBA-DG005-00258,258,"NFR-010 P1 requires responsive working-root scans by capping scope directories at 2500 and depth at 8, and tree entries at 60 per directory and depth 6.",@repo/docs/PRD_CANDIDATE.md:L0590|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0054,9a5912970b1e,IN,SEC-DG005-0054,UNIT-DG005-0001,,
HBA-DG005-00259,259,"NFR-011 P1 requires provider streams to time out, defaulting Anthropic stream timeout to 90 seconds with env override.",@repo/docs/PRD_CANDIDATE.md:L0591|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0054,bb9bc2efd0b7,IN,SEC-DG005-0054,UNIT-DG005-0001,,
HBA-DG005-00260,260,NFR-012 P1 requires per-file and per-turn raw-byte attachment budgets before provider calls.,@repo/docs/PRD_CANDIDATE.md:L0592|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0054,ffc82b559606,IN,SEC-DG005-0054,UNIT-DG005-0001,,
HBA-DG005-00261,261,"NFR-013 P1 requires keyboard users to resize and collapse panes using focusable separator handles with arrow, Home, and End behavior.",@repo/docs/PRD_CANDIDATE.md:L0598|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0055,ce107e996d09,IN,SEC-DG005-0055,UNIT-DG005-0001,,
HBA-DG005-00262,262,"NFR-014 P1 requires controls to expose disabled, loading, and error states while primary surfaces avoid silent failure and show typed feedback.",@repo/docs/PRD_CANDIDATE.md:L0599|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0055,d986f9a09e18,IN,SEC-DG005-0055,UNIT-DG005-0001,,
HBA-DG005-00263,263,NFR-015 P1 requires browser-backed state to initialize client-side to avoid hydration mismatch from local browser state.,@repo/docs/PRD_CANDIDATE.md:L0600|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0055,ec4c235dcd08,IN,SEC-DG005-0055,UNIT-DG005-0001,,
HBA-DG005-00264,264,"NFR-016 P0 requires human approval to remain non-delegable, with no automated endpoint signing, sealing, or issuing for reliance without human evidence.",@repo/docs/PRD_CANDIDATE.md:L0606|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0056,fe01c253b757,IN,SEC-DG005-0056,UNIT-DG005-0001,,
HBA-DG005-00265,265,NFR-017 P0 requires status transition metadata to include SHA fields for checking and issued human gate states.,@repo/docs/PRD_CANDIDATE.md:L0607|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0056,32ef7c4374bd,IN,SEC-DG005-0056,UNIT-DG005-0001,,
HBA-DG005-00266,266,"NFR-018 P1 requires validation artifacts to be stable, reviewable, deterministic in path, and uploaded in CI.",@repo/docs/PRD_CANDIDATE.md:L0608|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0056,069f523e365e,IN,SEC-DG005-0056,UNIT-DG005-0001,,
HBA-DG005-00267,267,"Required local checks from frontend are npm run test, npm run typecheck, npm run harness:validate:premerge, and npm run instruction-root:integrity.",@repo/docs/PRD_CANDIDATE.md:L0616|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0058,51cf38030dc2,IN,SEC-DG005-0058,UNIT-DG005-0001,,
HBA-DG005-00268,268,The packaging check is npm run desktop:dist.,@repo/docs/PRD_CANDIDATE.md:L0627|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0058,b8fdf342e792,IN,SEC-DG005-0058,UNIT-DG005-0001,,
HBA-DG005-00269,269,"Expected packaging outputs include the arm64 DMG, the mac-arm64 Chirality.app bundle, and the latest instruction-root-integrity summary JSON.",@repo/docs/PRD_CANDIDATE.md:L0631|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0058,cd48dc66c41f,IN,SEC-DG005-0058,UNIT-DG005-0001,,
HBA-DG005-00270,270,"Section 8 harness validation verifies server reachability, session CRUD, smoke stream ordering, session persistence, permissions behavior, interrupt behavior, and SDK-native stream handling.",@repo/docs/PRD_CANDIDATE.md:L0639|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0059,998ad593b8ea,IN,SEC-DG005-0059,UNIT-DG005-0001,,
HBA-DG005-00271,271,"The CI workflow checks out the repository, sets up Node.js 20, installs dependencies, validates script presence, starts the Next server, polls readiness, runs harness premerge validation, verifies the summary, and uploads it.",@repo/docs/PRD_CANDIDATE.md:L0651|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0060,33ef7291abab,IN,SEC-DG005-0060,UNIT-DG005-0001,,
HBA-DG005-00272,272,"Manual DMG release verification checks arm64 binary, minimum macOS 15.0.0, adhoc signature without developer TeamIdentifier, bundled agents and docs, and working-root selector launch.",@repo/docs/PRD_CANDIDATE.md:L0665|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0061,5e95cda99362,IN,SEC-DG005-0061,UNIT-DG005-0001,,
HBA-DG005-00273,273,"Success metric 1 is that a first-time operator can select a working root, inspect the file tree, and start a WORKBENCH chat turn within one app session.",@repo/docs/PRD_CANDIDATE.md:L0677|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0062,4c706cf7ff19,IN,SEC-DG005-0062,UNIT-DG005-0001,,
HBA-DG005-00274,274,Success metric 2 is that decomposition markdown can scaffold a SPEC-conformant execution root without manual folder creation.,@repo/docs/PRD_CANDIDATE.md:L0678|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0062,42882dd1988f,IN,SEC-DG005-0062,UNIT-DG005-0001,,
HBA-DG005-00275,275,"Success metric 3 is that a deliverable can be scanned, inspected, and transitioned according to lifecycle rules with approval SHA enforcement.",@repo/docs/PRD_CANDIDATE.md:L0679|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0062,b59a5dd395eb,IN,SEC-DG005-0062,UNIT-DG005-0001,,
HBA-DG005-00276,276,Success metric 4 is that harness premerge validation passes in CI and produces a stable summary artifact.,@repo/docs/PRD_CANDIDATE.md:L0680|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0062,7a690c65bee9,IN,SEC-DG005-0062,UNIT-DG005-0001,,
HBA-DG005-00277,277,Success metric 5 is that the desktop DMG builds locally and passes instruction-root integrity checks.,@repo/docs/PRD_CANDIDATE.md:L0681|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0062,e468645eabcc,IN,SEC-DG005-0062,UNIT-DG005-0001,,
HBA-DG005-00278,278,Success metric 6 is that no API key or project truth is written outside its approved storage zone.,@repo/docs/PRD_CANDIDATE.md:L0682|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0062,f5c89cd5b9c2,IN,SEC-DG005-0062,UNIT-DG005-0001,,
HBA-DG005-00279,279,"Success metric 7 is that unsupported PIPELINE variants remain visible as disabled options, preserving operator awareness of roadmap scope.",@repo/docs/PRD_CANDIDATE.md:L0683|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0062,ba95a11b227c,IN,SEC-DG005-0062,UNIT-DG005-0001,,
HBA-DG005-00280,280,KG-001 records that provider turns must include selected agent instructions and working-root governance context before production reliance.,@repo/docs/PRD_CANDIDATE.md:L0691|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0063,c42929ad1cbe,IN,SEC-DG005-0063,UNIT-DG005-0001,,
HBA-DG005-00281,281,KG-002 accepts current governed-human use when several K-* invariants are enforced by instructions and human review rather than runtime write guards.,@repo/docs/PRD_CANDIDATE.md:L0692|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0063,556f5758e6e7,IN,SEC-DG005-0063,UNIT-DG005-0001,,
HBA-DG005-00282,282,"KG-003 keeps human CHANGE constraints active because automated staleness, validation, merge, and authority enforcement are partial or future-scoped.",@repo/docs/PRD_CANDIDATE.md:L0693|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0063,e9d0d525d5c2,IN,SEC-DG005-0063,UNIT-DG005-0001,,
HBA-DG005-00283,283,"KG-004 treats AGENTS.md, skills/README.md, tools/REGISTRY.md, and generated test discovery output as active registry surfaces.",@repo/docs/PRD_CANDIDATE.md:L0694|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0063,93ace8f3db13,IN,SEC-DG005-0063,UNIT-DG005-0001,,
HBA-DG005-00284,284,KG-005 states that the current release scope is macOS arm64 only and Windows requires explicit scope amendment.,@repo/docs/PRD_CANDIDATE.md:L0695|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0063,f2ad65e0f745,IN,SEC-DG005-0063,UNIT-DG005-0001,,
HBA-DG005-00285,285,"KG-006 excludes deliverable locks, project graph generation, unified run records, and staleness tooling from current release commitments except as future roadmap.",@repo/docs/PRD_CANDIDATE.md:L0696|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0063,9e227f4feb7b,IN,SEC-DG005-0063,UNIT-DG005-0001,,
HBA-DG005-00286,286,KG-007 requires product copy and UI to preserve draft or decision-support posture until human review.,@repo/docs/PRD_CANDIDATE.md:L0697|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0063,056ab423d760,IN,SEC-DG005-0063,UNIT-DG005-0001,,
HBA-DG005-00287,287,"The traceability summary maps desktop build and package scope to SOW-001, SOW-002, SOW-044, SOW-047, OBJ-001, and OBJ-008.",@repo/docs/PRD_CANDIDATE.md:L0705|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0064,ed10106eeff9,IN,SEC-DG005-0064,UNIT-DG005-0001,,
HBA-DG005-00288,288,"The traceability summary maps UI workflow scope to SOW-022 through SOW-027, SOW-046, SOW-050, and OBJ-005.",@repo/docs/PRD_CANDIDATE.md:L0706|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0064,70ee2fb8af99,IN,SEC-DG005-0064,UNIT-DG005-0001,,
HBA-DG005-00289,289,"The traceability summary maps harness runtime scope to SOW-003 through SOW-006, SOW-011, SOW-012, SOW-045, and OBJ-002.",@repo/docs/PRD_CANDIDATE.md:L0707|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0064,fb5b1fb8cd23,IN,SEC-DG005-0064,UNIT-DG005-0001,,
HBA-DG005-00290,290,The traceability summary maps attachment scope to SOW-007 through SOW-010 and OBJ-003.,@repo/docs/PRD_CANDIDATE.md:L0708|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0064,854cf908d8b1,IN,SEC-DG005-0064,UNIT-DG005-0001,,
HBA-DG005-00291,291,The traceability summary maps filesystem model scope to SOW-013 through SOW-018 and OBJ-004.,@repo/docs/PRD_CANDIDATE.md:L0709|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0064,a43d20c0a891,IN,SEC-DG005-0064,UNIT-DG005-0001,,
HBA-DG005-00292,292,"The traceability summary maps agent and governance scope to SOW-017, SOW-019 through SOW-021, SOW-030, SOW-031, SOW-039 through SOW-043, and OBJ-006.",@repo/docs/PRD_CANDIDATE.md:L0710|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0064,63109cb6613f,IN,SEC-DG005-0064,UNIT-DG005-0001,,
HBA-DG005-00293,293,"The traceability summary maps validation and examples scope to SOW-028, SOW-029, SOW-048, SOW-049, and OBJ-006.",@repo/docs/PRD_CANDIDATE.md:L0711|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0064,fdd2406507d6,IN,SEC-DG005-0064,UNIT-DG005-0001,,
HBA-DG005-00294,294,The traceability summary includes SOW-032 and SOW-033 for integrity hardening while retiring or excluding SOW-034 through SOW-038 in the current decomposition.,@repo/docs/PRD_CANDIDATE.md:L0712|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0064,4b6b770e9e90,IN,SEC-DG005-0064,UNIT-DG005-0001,,
HBA-DG005-00295,295,"The PRD is a product requirements artifact and does not supersede directive, spec, types, contract, AGENTS.md, or active decomposition and scope-change records.",@repo/docs/PRD_CANDIDATE.md:L0718|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0065,37d083e531cb,IN,SEC-DG005-0065,UNIT-DG005-0001,,
HBA-DG005-00296,296,"PRD changes that alter scope, release targets, safety posture, data contracts, or professional responsibility boundaries should be governed product changes traced to stable identifiers or an approved amendment.",@repo/docs/PRD_CANDIDATE.md:L0727|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0065,51135682accf,IN,SEC-DG005-0065,UNIT-DG005-0001,,
